# tag,kind -- 细分分类（大类/子类），未列出 = 未分类；改规则请改 _dev_tests/_gen_tag_kind.py 重跑
argyle_sweater_vest,clothing/top
argyle_thighhighs,clothing/legwear
argyle_vest,clothing/top
aria_company_uniform,clothing/whole
aria_gakuen_school_uniform,clothing/whole
aris_(blue_archive)_(cosplay),style/medium
aristocratic_clothes,clothing/other
arisugawa_academy_school_uniform,clothing/whole
arlecchino_(genshin_impact)_(cosplay),style/medium
arm_above_head,person/body
arm_accessory,person/body
arm_across_chest,person/body
arm_across_neck,person/body
arm_across_waist,person/body
arm_armor,clothing/accessory
arm_around_another,person/body
arm_around_another's_back,person/body
arm_around_another's_waist,person/body
arm_around_back,person/body
arm_around_head,person/body
arm_around_leg,person/body
arm_around_neck,person/body
arm_around_partner,person/body
arm_around_shoulder,person/body
arm_around_shoulders,person/body
arm_around_waist,person/body
arm_at_side,person/body
arm_behind,person/body
arm_behind_another's_back,person/body
arm_behind_back,person/body
arm_behind_head,person/body
arm_behind_leg,person/body
arm_belt,clothing/accessory
arm_between_breasts,person/body
arm_between_legs,person/body
arm_bite,person/body
arm_blade,person/body
arm_bow,clothing/head
arm_by_side,person/body
arm_cannon,person/body
arm_cast,person/body
arm_cuffs,person/body
arm_cutout,person/body
arm_feathers,person/body
arm_fin,person/body
arm_fins,person/body
arm_flailing,person/body
arm_fluff,person/body
arm_freckles,person/body
arm_frill,person/body
arm_fur,person/body
arm_garter,clothing/legwear
arm_growth,person/body
arm_guards,person/body
arm_hair,person/hair
arm_held_back,person/body
arm_hold,person/body
arm_holster,person/body
arm_hug,expression/action
arm_in_front,person/body
arm_in_water,person/body
arm_jewelry,clothing/accessory
arm_markings,person/body
arm_mounted_weapon,person/body
arm_on_another's_head,person/body
arm_on_another's_shoulder,person/body
arm_on_breasts,person/body
arm_on_chest,person/body
arm_on_hip,person/body
arm_on_knee,person/body
arm_on_leg,person/body
arm_on_own_head,person/body
arm_on_own_leg,person/body
arm_on_stomach,person/body
arm_on_table,person/body
arm_on_thigh,person/body
arm_out,person/body
arm_out_of_frame,person/body
arm_out_of_sleeve,person/body
arm_outstretched,person/body
arm_over_breasts,person/body
arm_over_edge,person/body
arm_over_head,person/body
arm_over_shoulder,person/body
arm_pads,person/body
arm_piercing,person/body
arm_pillow,person/body
arm_pouch,clothing/accessory
arm_pull,person/body
arm_quills,person/body
arm_rest,person/body
arm_restraints,person/body
arm_ribbon,clothing/head
arm_ring,clothing/accessory
arm_rolls,person/body
arm_scales,person/body
arm_scar,person/body
arm_scarf,clothing/accessory
arm_scrunchie,person/body
arm_shield,person/body
arm_slave_(mecha),person/body
arm_sling,person/body
arm_snake,person/body
arm_socks,clothing/legwear
arm_spikes,person/body
arm_spots,person/body
arm_spreader,person/body
arm_stockings,clothing/legwear
arm_strap,person/body
arm_stripes,person/body
arm_support,person/body
arm_tattoo,person/body
arm_to_leg,person/body
arm_torture,person/body
arm_tuft,person/body
arm_under_breast,person/body
arm_under_breasts,person/body
arm_up,person/body
arm_vines,person/body
arm_warmers,person/body
arm_warmers_only,person/body
arm_wound,person/body
arm_wrap,person/body
arm_wrapping,person/body
arm_wraps,person/body
arm_wrestling,person/body
armadillo_ears,person/body
armlet,clothing/accessory
armlet_(marking),clothing/accessory
armor,clothing/accessory
armor_girls_project,clothing/accessory
armor_only,clothing/accessory
armor_piercing_ammunition,clothing/accessory
armor_plates,clothing/accessory
armor_under_clothes,clothing/accessory
armored_bodysuit,clothing/whole
armored_boots,clothing/footwear
armored_collar,clothing/accessory
armored_dress,clothing/whole
armored_gloves,clothing/accessory
armored_legwear,clothing/legwear
armored_leotard,clothing/whole
armored_shoes,clothing/footwear
armored_skirt,clothing/bottom
armpit_carry,person/body
armpit_crease,person/body
armpit_cutout,person/body
armpit_fetish,person/body
armpit_focus,camera/framing
armpit_folds,person/body
armpit_hair,person/hair
armpit_hair_peek,person/hair
armpit_hold,person/body
armpit_lick,person/body
armpit_lips,person/body
armpit_musk,person/body
armpit_onigiri,person/body
armpit_peek,person/body
armpit_play,person/body
armpit_sex,sex/act
armpit_showing,person/body
armpit_sniffing,person/body
armpit_stubble,person/body
armpit_tuft,person/body
armpit_worship,person/body
armpits,person/body
arms_above_head,person/body
arms_across_body,person/body
arms_around_another,person/body
arms_around_another's_back,person/body
arms_around_another's_neck,person/body
arms_around_another's_waist,person/body
arms_around_back,person/body
arms_around_legs,person/body
arms_around_neck,person/body
arms_around_partner,person/body
arms_around_self,person/body
arms_around_shoulders,person/body
arms_around_torso,person/body
arms_around_waist,person/body
arms_at_sides,person/body
arms_back,person/body
arms_behind,person/body
arms_behind_back,person/body
arms_behind_head,person/body
arms_bent,person/body
arms_between_legs,person/body
arms_bound_behind_back,sex/gear
arms_bound_to_collar,clothing/accessory
arms_by_side,person/body
arms_crossed_under_breasts,expression/pose
arms_down,person/body
arms_held,person/body
arms_held_back,person/body
arms_in_front,person/body
arms_in_water,person/body
arms_on_another's_shoulder,person/body
arms_on_breasts,person/body
arms_on_head,person/body
arms_on_knees,person/body
arms_on_legs,person/body
arms_on_own_breasts,person/body
arms_on_table,person/body
arms_out,person/body
arms_outstretched,person/body
arms_restrained,sex/gear
arms_tied,person/body
arms_tied_behind_back,person/body
arms_together,person/body
arms_under_breasts,person/body
arms_up,expression/pose
army_clothing,clothing/other
army_helmet,clothing/head
army_outfit,clothing/whole
army_uniform,clothing/whole
arona_(blue_archive)_(cosplay),style/medium
arousal_focus,camera/framing
aroused_face,person/body
aroused_female,person/count
aroused_male,person/count
aroused_smile,expression/face
arrow_(anatomy),object/weapon
arrow_(jojo),object/weapon
arrow_(projectile),object/weapon
arrow_(symbol),object/weapon
arrow_(weapon),object/weapon
arrow_cross,object/weapon
arrow_earrings,clothing/accessory
arrow_hair_ornament,clothing/head
arrow_in_arm,person/body
arrow_in_body,object/weapon
arrow_in_head,person/body
arrow_in_mouth,person/body
arrow_pointing_to_anus,sex/body
arrow_pointing_to_belly,expression/action
arrow_pointing_to_butt,expression/action
arrow_pointing_to_crotch,sex/body
arrow_pointing_to_mouth,expression/action
arrow_pointing_to_penis,sex/body
arrow_print,object/weapon
arrow_sign,object/weapon
arrow_symbol_hair_ornament,clothing/head
arrow_tattoo,person/body
arrow_through_apple,object/weapon
arrow_through_heart,object/weapon
arrow_to_the_knee,person/body
arrows,object/weapon
arsene_lupin_iii_(cosplay),style/medium
art_brush,object/tool
art_program_in_frame,object/other
art_room,scene/indoor
art_tools_in_frame,object/tool
arthropod_abdomen_anus,sex/body
arthropod_abdomen_penetration,sex/act
arthropod_abdomen_penis,sex/body
arthropod_abdomen_pussy,sex/body
arthropod_abdomen_vulva,sex/body
arthropod_boy,person/count
arthropod_girl,person/count
artificial_eye,person/eyes
artificial_eyes,person/eyes
artificial_flower,scene/nature
artificial_vagina,sex/body
artificial_vagina_with_body,sex/body
artist's_hand_in_frame,person/body
artist_name_(singer),style/quality
artist_watermark,style/quality
artistic_nudity,sex/act
artoria_caster_(fate)_(cosplay),style/medium
artoria_pendragon_(alter_swimsuit_rider)_(fate)_(cosplay),style/medium
artoria_pendragon_(lancer_alter)_(fate)_(cosplay),style/medium
artoria_pendragon_(lancer_alter)_(royal_icing)_(fate)_(cosplay),style/medium
artoria_pendragon_(royal_icing)_(fate)_(cosplay),style/medium
artoria_pendragon_(swimsuit_ruler)_(fate)_(cosplay),style/medium
arts_shirt,clothing/top
artstation_logo,style/quality
arzuros_(armor),clothing/accessory
as_above_so_below_pose,expression/pose
asa_no_ha_(pattern),scene/background
asagami_private_girls_acadamy_uniform,clothing/whole
asahigaoka_school_uniform,clothing/whole
asahina_mikuru_(cosplay),style/medium
asahiyama_high_school_uniform,clothing/whole
asanagi_(style),style/medium
asashio_(kancolle)_(cosplay),style/medium
asashio_kai_ni_(kancolle)_(cosplay),style/medium
ascot_between_breasts,person/body
asexual_flag,object/tool
ash_(titanfall_2)_(cosplay),style/medium
ash_ketchum_(cosplay),style/medium
ashford_academy_school_uniform,clothing/whole
ashford_academy_swimsuit,clothing/whole
ashigara_(kancolle)_(cosplay),style/medium
ashigaya_high_school_uniform,clothing/whole
ashitaka_(cosplay),style/medium
asian_clothing,clothing/other
asian_conical_hat,clothing/head
asian_indian_clothes,clothing/other
asian_sword,object/weapon
asobi_asobase's_school_uniform,clothing/whole
ass,person/body
ass_biting,person/body
ass_blush,expression/face
ass_clapping,person/body
ass_cleavage,person/body
ass_cutout,person/body
ass_expansion,person/body
ass_focus,camera/framing
ass_freckles,person/body
ass_hair,person/hair
ass_hold,person/body
ass_in_face,person/body
ass_juice,person/body
ass_lift,person/body
ass_mousepad,person/body
ass_on_glass,person/body
ass_out,person/body
ass_peek,person/body
ass_press,person/body
ass_rest,person/body
ass_ripped,person/body
ass_ripple,person/body
ass_rubbing,person/body
ass_shake,person/body
ass_smack,person/body
ass_sniff,person/body
ass_squeeze,person/body
ass_squish,person/body
ass_support,person/body
ass_tattoo,person/body
ass_to_ass,person/body
ass_to_ass_penetration,sex/act
ass_to_breast,person/body
ass_to_face,person/body
ass_to_mouth,person/body
ass_to_other_mouth,person/body
ass_to_pussy,sex/body
ass_too_fat,person/body
ass_up,person/body
ass_visible_through_thighs,person/body
ass_worship,person/body
ass_zipper,clothing/other
assassin_(fate/zero)_(cosplay),style/medium
assault_rifle,object/weapon
assertive_female,person/count
assertive_human,person/count
assertive_humanoid,person/count
assertive_male,person/count
assisted_carrying,expression/action
assisted_fellatio,sex/act
assisted_masturbation,sex/act
assisted_oral,sex/act
assisted_penetration,sex/act
assisted_rape,sex/act
assisted_sex,sex/act
assisted_undressing,clothing/other
assless_pants,clothing/bottom
assless_skirt,clothing/bottom
assless_swimsuit,clothing/whole
asticassia_school_uniform,clothing/whole
astolfo_(fate)_(cosplay),style/medium
astolfo_(sailor_paladin)_(fate)_(cosplay),style/medium
astolfo_monster_cosplay_(meme),style/medium
astronaut_suit,clothing/whole
astronomical_clock,object/tool
asuna_(blue_archive)_(cosplay),style/medium
asuna_(sao)_(cosplay),style/medium
asymmetric_gloves,clothing/accessory
asymmetrical_armor,clothing/accessory
asymmetrical_arms,person/body
asymmetrical_ass,person/body
asymmetrical_bangs,person/hair
asymmetrical_bikini,clothing/whole
asymmetrical_bodysuit,clothing/whole
asymmetrical_bondage,sex/gear
asymmetrical_breast_frottage,person/body
asymmetrical_breasts,person/body
asymmetrical_clothes,clothing/other
asymmetrical_clothing,clothing/other
asymmetrical_coat,clothing/top
asymmetrical_dress,clothing/whole
asymmetrical_ears,person/body
asymmetrical_eyelashes,person/eyes
asymmetrical_eyes,person/eyes
asymmetrical_footwear,clothing/footwear
asymmetrical_gloves,clothing/accessory
asymmetrical_hair,person/hair
asymmetrical_jacket,clothing/top
asymmetrical_legwear,clothing/legwear
asymmetrical_mask,clothing/head
asymmetrical_one_piece_swimsuit,clothing/whole
asymmetrical_pants,clothing/bottom
asymmetrical_shirt,clothing/top
asymmetrical_shorts,clothing/bottom
asymmetrical_sidelocks,person/hair
asymmetrical_skirt,clothing/bottom
asymmetrical_thighhighs,clothing/legwear
asymmetrical_underboob,person/body
at_computer,object/tool
at_field,scene/outdoor
at_table,object/other
atago_(azur_lane)_(cosplay),style/medium
atago_(kancolle)_(cosplay),style/medium
athletic_female,person/count
athletic_human,person/count
athletic_humanoid,person/count
athletic_leotard,clothing/whole
athletic_male,person/count
atlanta_(kancolle)_(cosplay),style/medium
atlas_academy_school_uniform,clothing/whole
atlas_academy_uniform,clothing/whole
atmospheric_perspective,camera/angle
atsuko's_grin_(meme),expression/face
attached_sheath,object/weapon
attached_to_balloon,object/toy
attack_pose,expression/pose
attic,scene/indoor
attitude_(pose),expression/pose
auburn_hair,person/hair
audible_ejaculation,sex/act
audible_laugh,expression/face
aurora,scene/sky
aurora_(phenomenon),scene/sky
aurora_flower_(love_live!),scene/nature
australian_flag,object/tool
australian_flag_bikini,clothing/whole
australian_hat,clothing/head
austrian_flag,object/tool
auto_anus_lick,sex/body
auto_ball_lick,object/toy
auto_breast_lick,person/body
auto_cum_inflation,sex/act
auto_foot_lick,person/body
auto_foot_sniff,person/body
auto_penis_lick,sex/body
auto_tentacle_sex,sex/act
automatic_door,scene/outdoor
automatic_rifle,object/weapon
automatic_weapon,object/weapon
autopsy_table,object/other
autotitfuck_under_clothes,clothing/other
autumn_leaves,scene/nature
average_penis,sex/body
averting_eyes,person/eyes
avian_arms,person/body
avian_butt,person/body
avian_feet,person/body
avian_hands,person/body
avian_legs,person/body
aviator_cap,clothing/head
aviator_glasses,clothing/accessory
aviator_goggles,clothing/accessory
aviator_jacket,clothing/top
aviator_sunglasses,clothing/accessory
avocado_academy_school_uniform,clothing/whole
awafuji_school_uniform,clothing/whole
award_ribbon,clothing/head
awataguchi_family_(touken_ranbu),person/count
awesome_face,person/body
awkward_pose,expression/pose
awkward_smile,expression/face
axe,object/weapon
axe_guitar,expression/action
axe_kick,object/weapon
axolotl_ears,person/body
axolotl_girl,person/count
ayachi_nene_(cosplay),style/medium
ayanami_(azur_lane)_(cosplay),style/medium
ayanami_rei_(cosplay),style/medium
ayanokouji_martial_arts_school_uniform,clothing/whole
ayase_eli_(cosplay),style/medium
ayase_momo_(cosplay),style/medium
azalea_(flower),scene/nature
azoth_knife,object/weapon
azrael_(sword)_(fate),object/weapon
azumanga_daioh's_school_uniform,clothing/whole
azura_(fire_emblem)_(cosplay),style/medium
azure_(armor),clothing/accessory
b.a.b.e.l._uniform,clothing/whole
b.b._hood_(cosplay),style/medium
b_17_flying_fortress,expression/action
baby,person/count
baby's_breath,person/count
baby_animal,person/count
baby_bodysuit,clothing/whole
baby_bonnet,person/count
baby_bottle,person/count
baby_bouncer,person/count
baby_bump,person/count
baby_carrier,person/count
baby_carry,person/count
baby_digimon,person/count
baby_hippopotamus,person/count
baby_mobile,person/count
baby_penetrated,person/count
baby_penguin,person/count
baby_powder,person/count
baby_talk,person/count
baby_wipes,person/count
babydoll_t_shirt,clothing/top
babyls_school_uniform,clothing/whole
back,person/body
back_alley,person/body
back_alley_alliance,person/body
back_arch,person/body
back_boob,person/body
back_bow,clothing/head
back_cannon,person/body
back_cutout,person/body
back_dimples,person/body
back_fat,person/body
back_feathers,person/body
back_fin,person/body
back_focus,camera/framing
back_fur,person/body
back_grab,person/body
back_groove,person/body
back_hair,person/hair
back_horn,person/body
back_lace,person/body
back_mane,person/body
back_markings,person/body
back_massage,person/body
back_muscles,person/body
back_pain,person/body
back_peek,person/body
back_plant,person/body
back_plates,person/body
back_print_panties,person/body
back_ribbon,clothing/head
back_ridge,person/body
back_rolls,person/body
back_scar,person/body
back_scrubber,person/body
back_seamed_legwear,clothing/legwear
back_shrub,person/body
back_slit,person/body
back_spikes,person/body
back_spines,person/body
back_stripes,person/body
back_tattoo,person/body
back_tentacles,sex/gear
back_tie_bikini,clothing/whole
back_tie_clothing,clothing/other
back_tie_swimwear,person/body
back_to_back,person/body
back_towards_viewer,person/body
back_tuft,person/body
back_turned,person/body
back_view_in_reflection,camera/angle
back_wings,person/body
back_zipper,clothing/other
background_sex,sex/act
background_shot,camera/shot
background_text,style/quality
backless_bikini_bottom,clothing/whole
backless_bodysuit,clothing/whole
backless_clothing,clothing/other
backless_dress,clothing/whole
backless_gloves,clothing/accessory
backless_kimono,clothing/whole
backless_leotard,clothing/whole
backless_outfit,clothing/whole
backless_pants,clothing/bottom
backless_shirt,clothing/top
